Date,Type,Description,Amount,Balance,Tags
04 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,1925.0,18890.08,other_income
04 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,870.0,19760.08,other_income
04 Sep 24,Credit,BY NEFT TRF: ZOMATO LIMITED,21479.62,41239.7,other_income
05 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,2192.0,43431.7,other_income
05 Sep 24,Debit,TO ONL UPI/DR/B KALLAV,10000.0,33431.7,p2p_transfer
05 Sep 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,10170.23,43601.93,other_income
05 Sep 24,Debit,TO ONL UPI/DR/AKSHATBA,22200.0,21401.93,p2p_transfer
05 Sep 24,Debit,TO ONL UPI/DR/GAJASHIC,12920.0,8481.93,p2p_transfer
05 Sep 24,Debit,TO ONL UPI/DR/MRS J SE,1740.0,6741.93,p2p_transfer
05 Sep 24,Credit,BY ONL GOOGLEINDI/ IMPS,2652.0,9393.93,other_income
06 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,10.0,9403.93,other_income
07 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,2932.0,12335.93,other_income
07 Sep 24,Debit,TO ONL UPI/DR/MR JENSO,1100.0,11235.93,p2p_transfer
07 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,3616.0,14851.93,other_income
08 Sep 24,Credit,BY ONL GOOGLEINDI /IMPS,3375.0,18226.93,other_income
09 Sep 24,Credit,BY ONL GOOGLEINDI/IMPS,3192.0,21418.93,other_income
10 Sep 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,13497.86,34916.79,other_income
10 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,2225.0,37141.79,other_income
11 Sep 24,Credit,BY NEFT TRF : ZOMATO LIMITED,21220.04,58361.83,other_income
12 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,4055.0,62416.83,other_income
12 Sep 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,8167.35,70584.18,other_income
13 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,3015.0,73599.18,other_income
