Date,Type,Description,Amount,Balance,Tags
05 Jun 24,Credit,NEFT TRF: ZOMATO LIMITED,20784.3,33046.26,business_income
05 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2265.0,35311.26,other_income
06 Jun 24,Credit,ONL IMPS: GOOGLEINDI,1615.0,36926.26,other_income
07 Jun 24,Credit,NEFT TRF: BUNDL TECHNOLOGI,13970.01,50896.27,business_income
08 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2610.0,53506.27,other_income
09 Jun 24,Credit,CREDIT: IMPS MANUAL CR,2980.0,56486.27,other_income
09 Jun 24,Debit,ONL UPI/DR: POTHYS,4752.0,51734.27,shopping
09 Jun 24,Credit,ONL IMPS: GOOGLEINDI,3180.0,54914.27,other_income
10 Jun 24,Debit,ONL UPI/DR: SUBHAM K,18600.0,36314.27,p2p_transfer
10 Jun 24,Debit,ONL UPI/DR: MOHIT KU,15000.0,21314.27,p2p_transfer
10 Jun 24,Debit,ONL UPI/DR: PUSHPA D,4400.0,16914.27,p2p_transfer
10 Jun 24,Debit,ONL UPI/DR: VELV0884,8520.0,8394.27,p2p_transfer
10 Jun 24,Debit,ONL UPI/DR: B KALLAV,7200.0,1194.27,p2p_transfer
11 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2175.0,3369.27,other_income
11 Jun 24,Credit,NEFT TRF: BUNDL TECHNOLOGI,11478.27,14847.54,business_income
11 Jun 24,Debit,ONL UPI/DR: 98402375,4475.0,10372.54,p2p_transfer
11 Jun 24,Debit,ONL UPI/DR: CHAITHRA,5000.0,5372.54,p2p_transfer
11 Jun 24,Credit,ONL IMPS: GOOGLEINDI,3255.0,8627.54,other_income
12 Jun 24,Credit,NEFT TRF: ZOMATO LIMITED,21436.83,30064.37,business_income
12 Jun 24,Debit,ONL UPI/DR: MASTHANG,19727.0,10337.37,p2p_transfer
12 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2260.0,12597.37,other_income
13 Jun 24,Credit,NEFT TRF: BUNDL TECHNOLOGI,9057.14,21654.51,business_income
14 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2400.0,24054.51,other_income
14 Jun 24,Credit,ONL IMPS: GOOGLEINDI,3060.0,27114.51,other_income
15 Jun 24,Debit,ONL UPI/DR: SRINIVAS,3760.0,23354.51,p2p_transfer
15 Jun 24,Debit,ONL UPI/DR: LEGEND S,2652.0,20702.51,p2p_transfer
16 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2630.0,23332.51,other_income
16 Jun 24,Debit,MONTHLY MAINTENANCE CHARGES,531.0,22801.51,fees_charges
16 Jun 24,Debit,ONL UPI/DR: B KALLAV,6000.0,16801.51,p2p_transfer
16 Jun 24,Debit,ONL UPI/DR: MR NAVEE,5600.0,11201.51,p2p_transfer
16 Jun 24,Debit,ONL UPI/DR: MRS J SE,2290.0,8911.51,p2p_transfer
16 Jun 24,Debit,ONL UPI: BILL,1401.0,7510.51,utilities
16 Jun 24,Debit,ONL UPI/DR: MR AROKK,5500.0,2010.51,p2p_transfer
17 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2450.0,4460.51,other_income
17 Jun 24,Debit,ONL UPI/DR: M PACHI,600.0,3860.51,p2p_transfer
17 Jun 24,Debit,ONL UPI/DR: EAST WES,3000.0,860.51,p2p_transfer
17 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2445.0,3305.51,other_income
18 Jun 24,Credit,NEFT TRF: BUNDL TECHNOLOGI,6653.34,9958.85,business_income
18 Jun 24,Credit,ONL IMPS: GOOGLEINDI,1810.0,11768.85,other_income
19 Jun 24,Credit,NEFT TRF: ZOMATO LIMITED,23805.4,35574.25,business_income
19 Jun 24,Debit,ONL UPI/DR: PANDIYAN,9230.0,26344.25,p2p_transfer
19 Jun 24,Debit,ONL UPI/DR: PANDIYAN,934.0,25410.25,p2p_transfer
20 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2345.0,27755.25,other_income
20 Jun 24,Credit,NEFT TRF: BUNDL TECHNOLOGI,7915.46,35670.71,business_income
20 Jun 24,Debit,ONL UPI/DR: GOOGLE I,30000.0,5670.71,p2p_transfer
21 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2644.0,8314.71,other_income
21 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2990.0,11304.71,other_income
23 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2795.0,14099.71,other_income
23 Jun 24,Credit,ONL UPI/CR: MS KALAV,10000.0,24099.71,other_income
23 Jun 24,Debit,ONL UPI/DR: GOOGLE I,20000.0,4099.71,p2p_transfer
23 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2884.0,6983.71,other_income
25 Jun 24,Credit,ONL IMPS: GOOGLEINDI,1320.0,8303.71,other_income
25 Jun 24,Credit,NEFT TRF: BUNDL TECHNOLOGI,7251.37,15555.08,business_income
25 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2200.0,17755.08,other_income
26 Jun 24,Credit,NEFT TRF: ZOMATO LIMITED,29342.51,47097.59,business_income
27 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2157.0,49254.59,other_income
27 Jun 24,Credit,NEFT TRF: BUNDL TECHNOLOGI,7806.25,57060.84,business_income
27 Jun 24,Credit,ONL IMPS: GOOGLEINDI,2355.0,59415.84,other_income
28 Jun 24,Debit,ONL UPI/DR: RTHANGAM,1.0,59414.84,p2p_transfer
28 Jun 24,Credit,ONL REVERSAL FOR JOURNAL,1.0,59415.84,refund_reversal
28 Jun 24,Debit,ONL UPI/DR: MR A SUN,25760.0,33655.84,p2p_transfer
28 Jun 24,Debit,ONL UPI/DR: T MANIVE,30000.0,3655.84,p2p_transfer
29 Jun 24,Credit,ONL IMPS: GOOGLEINDI,3305.0,6960.84,other_income
29 Jun 24,Credit,ONL IMPS: GOOGLEINDI,3062.0,10022.84,other_income
30 Jun 24,Credit,ONL IMPS: ONE97 COMM,1.0,10023.84,other_income
30 Jun 24,Debit,ONL UPI/DR: MRS J SE,2090.0,7933.84,p2p_transfer
01 Jul 24,Credit,NEFT TRF: ONE 97 COMMUNICA,8510.0,16443.84,business_income
01 Jul 24,Debit,ONL UPI/DR: GAJASHIC,14900.0,1543.84,p2p_transfer
02 Jul 24,Credit,NEFT TRF: ONE 97 COMMUNICA,5570.0,7113.84,business_income
03 Jul 24,Credit,NEFT TRF: ONE 97 COMMUNICA,4407.0,11520.84,business_income
