Date,Type,Description,Amount,Balance,Tags
07 May 24,Credit,GOOGLEINDI / IMPS,2410.0,32415.37,other_income
08 May 24,Credit,ZOMATO LIMITED,20967.61,53382.98,other_income
08 May 24,Credit,GOOGLEINDI / IMPS,2602.0,55984.98,other_income
09 May 24,Credit,BUNDL TECHNOLOGI,12307.99,68292.97,other_income
10 May 24,Credit,GOOGLEINDI / IMPS,2958.0,71250.97,other_income
11 May 24,Credit,GOOGLEINDI / IMPS,2727.0,73977.97,other_income
11 May 24,Debit,MONTHLY MAINTENANCE CHARGES,531.0,73446.97,fees_charges
11 May 24,Debit,UPI/GEETA DE,24300.0,49146.97,p2p_transfer
11 May 24,Debit,UPI/GEETA DE,23250.0,25896.97,p2p_transfer
11 May 24,Debit,UPI/GEETA DE,15000.0,10896.97,p2p_transfer
12 May 24,Credit,GOOGLEINDI / IMPS,3460.0,14356.97,other_income
12 May 24,Debit,OPENING ACCOUNT WITH BALANCE,50.0,14306.97,fees_charges
12 May 24,Debit,UPI,1950.0,12356.97,miscellaneous_expense
13 May 24,Credit,GOOGLEINDI / IMPS,3285.0,15641.97,other_income
13 May 24,Debit,UPI/MARIAPPA,3500.0,12141.97,p2p_transfer
14 May 24,Credit,GOOGLEINDI / IMPS,3205.0,15346.97,other_income
14 May 24,Credit,BUNDL TECHNOLOGI,20140.76,35487.73,other_income
15 May 24,Credit,GOOGLEINDI / IMPS,2190.0,37677.73,other_income
15 May 24,Debit,UPI/TASMAC S,1420.0,36257.73,miscellaneous_expense
15 May 24,Debit,UPI/R THANGA,10000.0,26257.73,p2p_transfer
15 May 24,Credit,ZOMATO LIMITED,19500.53,45758.26,other_income
15 May 24,Credit,GOOGLEINDI / IMPS,2067.0,47825.26,other_income
16 May 24,Credit,BUNDL TECHNOLOGI,11885.74,59711.0,other_income
16 May 24,Debit,UPI/MR RAJAC,3750.0,55961.0,p2p_transfer
16 May 24,Debit,UPI/MUTHUMAN,3700.0,52261.0,p2p_transfer
17 May 24,Credit,GOOGLEINDI / IMPS,2080.0,54341.0,other_income
18 May 24,Credit,GOOGLEINDI / IMPS,3030.0,57371.0,other_income
18 May 24,Debit,UPI/R THANGA,20000.0,37371.0,p2p_transfer
18 May 24,Debit,UPI/SADHAM H,7500.0,29871.0,p2p_transfer
18 May 24,Credit,GOOGLEINDI / IMPS,2201.0,32072.0,other_income
19 May 24,Debit,UPI/MASTHANG,26673.0,5399.0,p2p_transfer
19 May 24,Debit,UPI/MUTHUMAN,4750.0,649.0,p2p_transfer
19 May 24,Credit,GOOGLEINDI / IMPS,2370.0,3019.0,other_income
20 May 24,Credit,GOOGLEINDI / IMPS,1630.0,4649.0,other_income
21 May 24,Credit,BUNDL TECHNOLOGI,16916.86,21565.86,other_income
22 May 24,Credit,GOOGLEINDI / IMPS,2155.0,23720.86,other_income
22 May 24,Debit,UPI/BP TRICH,4289.0,19431.86,p2p_transfer
22 May 24,Credit,ZOMATO LIMITED,21147.99,40579.85,other_income
22 May 24,Credit,GOOGLEINDI / IMPS,1525.0,42104.85,other_income
23 May 24,Credit,BUNDL TECHNOLOGI,10358.94,52463.79,other_income
24 May 24,Credit,GOOGLEINDI / IMPS,2020.0,54483.79,other_income
24 May 24,Debit,UPI/MUTHUMAN,3800.0,50683.79,p2p_transfer
24 May 24,Debit,UPI/SADHAM H,5800.0,44883.79,p2p_transfer
24 May 24,Debit,UPI/PARTHIPA,3600.0,41283.79,p2p_transfer
25 May 24,Credit,GOOGLEINDI / IMPS,2365.0,43648.79,other_income
26 May 24,Credit,GOOGLEINDI / IMPS,3195.0,46843.79,other_income
27 May 24,Credit,GOOGLEINDI / IMPS,2735.0,49578.79,other_income
27 May 24,Credit,GOOGLEINDI / IMPS,2265.0,51843.79,other_income
28 May 24,Debit,UPI/TASMAC S,2100.0,49743.79,miscellaneous_expense
28 May 24,Credit,BUNDL TECHNOLOGI,16056.7,65800.49,other_income
28 May 24,Debit,UPI/R THANGA,27000.0,38800.49,p2p_transfer
28 May 24,Debit,UPI/SM RIYAS,13500.0,25300.49,p2p_transfer
29 May 24,Credit,GOOGLEINDI / IMPS,2851.0,28151.49,other_income
29 May 24,Credit,ZOMATO LIMITED,22973.23,51124.72,other_income
29 May 24,Debit,UPI/M S HARS,19353.0,31771.72,p2p_transfer
30 May 24,Credit,GOOGLEINDI / IMPS,2795.0,34566.72,other_income
30 May 24,Debit,UPI/GOOGLE I,30000.0,4566.72,p2p_transfer
30 May 24,Credit,BUNDL TECHNOLOGI,11336.53,15903.25,other_income
30 May 24,Credit,GOOGLEINDI / IMPS,3289.0,19192.25,other_income
31 May 24,Credit,GOOGLEINDI / IMPS,3385.0,22577.25,other_income
01 Jun 24,Debit,UPI/MR A SUN,20000.0,2577.25,p2p_transfer
01 Jun 24,Credit,GOOGLEINDI / IMPS,3140.0,5717.25,other_income
03 Jun 24,Credit,GOOGLEINDI / IMPS,3205.0,8922.25,other_income
04 Jun 24,Credit,GOOGLEINDI / IMPS,2160.0,11082.25,other_income
04 Jun 24,Debit,UPI/SARATH E,4056.0,7026.25,p2p_transfer
04 Jun 24,Debit,UPI/K JAYARA,1400.0,5626.25,p2p_transfer
04 Jun 24,Debit,UPI/ATBALAJI,3000.0,2626.25,p2p_transfer
04 Jun 24,Credit,BUNDL TECHNOLOGI,17370.71,19996.96,other_income
04 Jun 24,Debit,UPI/B KALLAV,10000.0,9996.96,p2p_transfer
04 Jun 24,Credit,GOOGLEINDI / IMPS,2265.0,12261.96,other_income
