Date,Type,Description,Amount,Balance,Tags
21 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,974.1,31877.41,other_income
21 Dec 23,Debit,TO ONL UPI/DR/MUKESH,16240.0,15637.41,p2p_transfer
21 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,1028.0,16665.41,other_income
23 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,484.0,17149.41,other_income
23 Dec 23,Debit,TO MONTHLY MAINTENANCE CHARGES,590.0,16559.41,fees_charges
23 Dec 23,Debit,TO ONL UPI/DR/ADD MONE,500.0,16059.41,p2p_transfer
24 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,826.0,16885.41,other_income
25 Dec 23,Debit,TO ONL UPI/DR/SHAZIA B,930.0,15955.41,p2p_transfer
25 Dec 23,Debit,TO ONL UPI/DR/ASIAN PL,13455.0,2500.41,p2p_transfer
26 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,2299.8,4800.21,other_income
26 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1653.49,6453.7,other_income
27 Dec 23,Credit,BY NEFT TRF: ZOMATO LIMITED,8247.71,14701.41,other_income
28 Dec 23,Credit,BY ONL IMPS: GOOGLEINDI,887.0,15588.41,other_income
28 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1140.17,16728.58,other_income
28 Dec 23,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,3948.3,20676.88,other_income
29 Dec 23,Debit,TO ONL UPI/DR/ADD MONE,1000.0,19676.88,p2p_transfer
30 Dec 23,Debit,TO ONL UPI/DR/MURUGAN,500.0,19176.88,p2p_transfer
30 Dec 23,Debit,TO ONL UPI/DR/SARATH E,700.0,18476.88,p2p_transfer
31 Dec 23,Debit,TO ONL UPI/DR/PRIYANKA,500.0,17976.88,p2p_transfer
31 Dec 23,Debit,TO ONL UPI/DR/KOMATHIR,1000.0,16976.88,p2p_transfer
31 Dec 23,Debit,TO ONL UPI/DR/AXIS BAN,1180.0,15796.88,p2p_transfer
01 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,242.0,16038.88,other_income
02 Jan 24,Debit,TO ONL UPI/DR/SUBHASHI,1019.0,15019.88,p2p_transfer
02 Jan 24,Debit,TO POS: TASMAC SHOP NO 4466 CHENNAI,2300.0,12719.88,shopping
02 Jan 24,Debit,TO ONL UPI/DR/IBIBO GR,945.0,11774.88,p2p_transfer
02 Jan 24,Debit,TO ONL UPI/DR/ABDUL AZ,10000.0,1774.88,p2p_transfer
03 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1990.72,3765.6,other_income
03 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4881.18,8646.78,other_income
03 Jan 24,Credit,BY NEFT TRF: ZOMATO LIMITED,10502.55,19149.33,other_income
03 Jan 24,Debit,TO ONL UPI/DR/APOLLO P,639.0,18510.33,healthcare_pharmacy
03 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,110.0,18620.33,other_income
04 Jan 24,Debit,TO ONL UPI/DR/SSHARMIL,340.0,18280.33,p2p_transfer
05 Jan 24,Debit,TO ONL UPI/DR/BALAJI T,7410.0,10870.33,p2p_transfer
05 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,2624.63,13494.96,other_income
05 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,738.92,14233.88,other_income
05 Jan 24,Debit,TO ONL UPI/DR/ZEE ENTE,710.0,13523.88,subscription
06 Jan 24,Debit,TO ONL UPI/DR/SATHISHK,2550.0,10973.88,p2p_transfer
06 Jan 24,Debit,TO ONL UPI/DR/KALLAVAN,5000.0,5973.88,p2p_transfer
06 Jan 24,Debit,TO ONL UPI/DR/VIDHU SU,299.0,5674.88,p2p_transfer
07 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,142.0,5816.88,other_income
07 Jan 24,Debit,TO ONL UPI/DR/SELVAMR2,2000.0,3816.88,p2p_transfer
09 Jan 24,Debit,TO ONL UPI/DR/ADD MONE,1000.0,2816.88,p2p_transfer
09 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4470.62,7287.5,other_income
09 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,1199.67,8487.17,other_income
10 Jan 24,Credit,BY NEFT TRF: ZOMATO LIMITED,11743.07,20230.24,other_income
10 Jan 24,Debit,TO ONL UPI/DR/AV TRADE,4400.0,15830.24,p2p_transfer
11 Jan 24,Debit,TO ONL UPI/DR/VIJESH P,200.0,15630.24,p2p_transfer
12 Jan 24,Debit,TO ONL UPI/DR/SHARMILN,1450.0,14180.24,p2p_transfer
12 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,887.28,15067.52,other_income
12 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4878.15,19945.67,other_income
12 Jan 24,Credit,BY ATM CASH DEPOSIT- CARDLESS,30000.0,49945.67,cash_deposit
12 Jan 24,Debit,TO ONL UPI/DR/NAGALING,30000.0,19945.67,p2p_transfer
14 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,1650.0,21595.67,other_income
16 Jan 24,Debit,TO ONL UPI/DR/ABDUL AZ,11700.0,9895.67,p2p_transfer
16 Jan 24,Debit,TO ONL UPI/DR/PARTHIPA,4180.0,5715.67,p2p_transfer
